Filename,username,country,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C, TTR, Mean word rank, Mean naming RT, AoA
sampled_mikkjel.Norway.txt,mikkjel,Norway,25711,984,3744,2741,1396,1242,836,576,2734,26.1291,18.4176,9.3802,2.7856,2.6819,1.9635,0.4531,0.8897,1.4187,0.5989,0.4126,0.2101,1.9585,0.9974,0.320040047,2120.539296,606.4510422,5.149038803
sampled_MikoSqz.Finland.txt,MikoSqz,Finland,25574,1010,3532,2649,1278,1212,814,689,2721,25.3208,20.011,9.6542,2.6228,2.7637,2.0728,0.4575,0.9484,1.2653,0.6369,0.5391,0.2601,2.1291,1.0272,0.357413793,2099.579655,607.6625339,5.158279417
sampled_mimunto.Denmark.txt,mimunto,Denmark,23255,987,3375,2471,1190,1206,789,571,2402,23.5613,19.542,9.4112,2.5035,2.8361,2.0765,0.4881,1.0134,1.2057,0.663,0.4798,0.2311,2.0185,0.9721,0.335100017,2417.946487,607.3984313,5.404838769
sampled_minnabruna.Austria.txt,minnabruna,Austria,28404,996,3992,2967,1365,1463,900,743,3219,28.5181,20.8088,9.5733,2.9789,2.9245,2.1736,0.4931,1.0718,1.3705,0.6593,0.5443,0.2504,2.3582,1.0849,0.345071609,2293.839427,607.7577298,5.308236564
sampled_MiriMiri.Norway.txt,MiriMiri,Norway,27448,911,4003,3062,1395,1380,923,556,2921,30.1295,19.676,8.9641,3.3611,2.8695,2.195,0.4507,0.9892,1.5313,0.6616,0.3986,0.1816,2.0939,0.954,0.312092065,2197.864995,605.9568424,5.174387621
sampled_mirshafie.Sweden.txt,mirshafie,Sweden,16774,702,2543,1919,914,970,630,288,1815,23.8946,18.3523,8.741,2.7336,2.7823,2.0996,0.5055,1.0613,1.302,0.6893,0.3151,0.1501,1.9858,0.9458,0.334699454,2174.745219,606.1420863,5.296703935
sampled_-Misla-.Denmark.txt,-Misla-,Denmark,28345,998,4221,3361,1494,1633,999,543,2740,28.4018,18.9726,8.4335,3.3677,2.8253,2.2497,0.4859,1.093,1.497,0.6687,0.3635,0.1616,1.834,0.8152,0.276466622,1760.658125,604.1036246,5.065298483
sampled_misnamed.Germany.txt,misnamed,Germany,29074,968,4185,3074,1399,1447,886,631,3167,30.0351,20.782,9.458,3.1756,2.9914,2.1973,0.4707,1.0343,1.4452,0.6333,0.451,0.2053,2.2638,1.0303,0.294453084,2251.799205,606.7228009,5.371351803
sampled_MistarGrimm.Netherlands.txt,MistarGrimm,Netherlands,20973,1013,3241,2391,1242,1087,758,359,2004,20.7038,16.8865,8.7716,2.3603,2.6095,1.9251,0.4546,0.8752,1.2261,0.6103,0.289,0.1501,1.6135,0.8381,0.320521739,2124.912348,605.6163368,5.249060141
sampled_MisterMysterios.Germany.txt,MisterMysterios,Germany,30200,984,4350,3247,1284,1792,964,467,3486,30.6911,23.5202,9.3009,3.2998,3.3879,2.5288,0.5519,1.3956,1.3049,0.7508,0.3637,0.1438,2.715,1.0736,0.28409694,1914.548204,604.6289884,5.236816511
sampled_Mithridates12.Germany.txt,Mithridates12,Germany,24105,933,3738,2955,1325,1396,909,513,2261,25.836,18.1925,8.1574,3.1672,2.8211,2.2302,0.4724,1.0536,1.4202,0.686,0.3872,0.1736,1.7064,0.7651,0.295431299,1557.252642,602.6487517,5.068129395
sampled_mitsuhiko.Austria.txt,mitsuhiko,Austria,23487,997,3507,2678,1204,1368,806,384,2558,23.5577,19.5075,8.7704,2.6861,2.9128,2.2243,0.5108,1.1362,1.2076,0.6694,0.3189,0.1434,2.1246,0.9552,0.312627291,2123.966565,605.1135535,5.378207712
sampled_mitthrawn.Germany.txt,mitthrawn,Germany,22728,991,3279,2560,1238,1194,800,544,2355,22.9344,18.3586,8.8781,2.5832,2.6486,2.0679,0.4664,0.9645,1.2492,0.6462,0.4394,0.2125,1.9023,0.9199,0.265357929,1515.858182,602.7910162,5.165310761
sampled_mjcov.Sweden.txt,mjcov,Sweden,27721,976,4168,2974,1335,1417,862,655,2847,28.4027,20.7648,9.3211,3.0471,3.1221,2.2277,0.4765,1.0614,1.3678,0.6457,0.4906,0.2202,2.1326,0.9573,0.323738571,2004.671013,604.706744,5.260389803
sampled_mludd.Sweden.txt,mludd,Sweden,34216,927,5150,3796,1164,2195,917,623,3883,36.9105,29.3952,9.0137,4.0949,4.4244,3.2612,0.5782,1.8857,1.2557,0.7878,0.5352,0.1641,3.3359,1.0229,0.298505037,1656.152096,604.7281271,5.11641846
sampled_Mokumer.Netherlands.txt,Mokumer,Netherlands,29312,994,4265,3264,1420,1570,945,679,3181,29.4889,20.6423,8.9804,3.2837,3.0035,2.2986,0.481,1.1056,1.4286,0.6655,0.4782,0.208,2.2401,0.9746,0.322178478,2283.11647,604.3804555,5.223375493
sampled_Molehole.Finland.txt,Molehole,Finland,10441,468,1601,1221,566,609,384,259,1027,22.3098,18.447,8.5512,2.609,2.8286,2.1572,0.4988,1.076,1.2094,0.6784,0.4576,0.2121,1.8145,0.8411,0.303639688,1801.472162,603.1928894,5.178845148
sampled_molstern.Sweden.txt,molstern,Sweden,25391,956,3743,2797,1259,1423,899,469,2852,26.5596,20.1676,9.0779,2.9257,2.973,2.2216,0.5088,1.1303,1.3169,0.7141,0.3725,0.1677,2.2653,1.0197,0.34021683,2403.277405,609.004927,5.315080511
sampled_moonflash1.Germany.txt,moonflash1,Germany,26080,999,3486,2613,1196,1303,833,733,3238,26.1061,21.806,9.9809,2.6156,2.9147,2.1848,0.4987,1.0895,1.1972,0.6965,0.6129,0.2805,2.7074,1.2392,0.320234114,3019.933779,611.0766436,5.569060374
sampled_moonwork.Finland.txt,moonwork,Finland,23860,1004,3615,2647,1234,1295,839,352,2506,23.7649,19.3355,9.014,2.6365,2.9295,2.1451,0.4892,1.0494,1.2291,0.6799,0.2853,0.133,2.0308,0.9467,0.332807847,2020.111929,605.337077,5.194073071
sampled_Moranic.Netherlands.txt,Moranic,Netherlands,22892,1025,3543,2645,1304,1221,834,378,2232,22.3337,17.5552,8.6548,2.5805,2.717,2.0284,0.4616,0.9363,1.2722,0.6396,0.2899,0.1429,1.7117,0.8439,0.32044572,2388.832011,607.9403162,5.423773113
sampled_Mordeth.Netherlands.txt,Mordeth,Netherlands,24110,990,3356,2308,1182,1103,711,431,2718,24.3535,20.3976,10.4463,2.3313,2.8393,1.9526,0.4779,0.9332,1.1939,0.6015,0.3646,0.1867,2.2995,1.1776,0.375254582,2692.055329,608.7972653,5.470907694
sampled_Morfildur.Germany.txt,Morfildur,Germany,28007,960,4056,2944,1319,1411,885,619,2750,29.174,21.2335,9.5132,3.0667,3.0751,2.232,0.4793,1.0697,1.374,0.671,0.4693,0.2103,2.0849,0.9341,0.27813907,2138.250459,605.0995595,5.264980214
sampled_Morrinn3.Iceland.txt,Morrinn3,Iceland,25048,979,3695,2693,1301,1292,818,517,2613,25.5853,19.2529,9.3012,2.7508,2.8401,2.0699,0.4798,0.9931,1.3289,0.6287,0.3974,0.192,2.0085,0.9703,0.360443929,2306.177737,607.213944,5.30964805
sampled_mortalomena.Finland.txt,mortalomena,Finland,22318,981,3269,2408,1232,1055,753,452,2262,22.7503,18.1153,9.2683,2.4546,2.6534,1.9545,0.4381,0.8563,1.2559,0.6112,0.3669,0.1877,1.836,0.9394,0.304249839,2069.41114,602.9909424,5.089851908
sampled_MotharChoddar.Norway.txt,MotharChoddar,Norway,25671,962,3651,2838,1292,1431,867,503,2809,26.685,19.8692,9.0455,2.9501,2.8259,2.1966,0.5042,1.1076,1.343,0.6711,0.3893,0.1772,2.1741,0.9898,0.350246395,2199.933199,606.9356076,5.227634293
sampled_Motorsagmannen.Norway.txt,Motorsagmannen,Norway,20978,694,3216,2360,950,1208,631,298,2293,30.2277,22.0821,8.889,3.4006,3.3853,2.4842,0.5119,1.2716,1.3689,0.6642,0.3137,0.1263,2.4137,0.9716,0.305258033,1906.008114,605.8150883,5.192938515
sampled_Mousi.Iceland.txt,Mousi,Iceland,22558,980,3399,2673,1258,1239,844,382,2307,23.0184,17.9316,8.4392,2.7276,2.7019,2.1248,0.4635,0.9849,1.2837,0.6709,0.3037,0.1429,1.8339,0.8631,0.327098079,1917.678126,605.7301133,5.224548065
sampled_Moyk.Germany.txt,Moyk,Germany,23585,987,3529,2559,1250,1164,781,563,2461,23.8956,18.868,9.2165,2.5927,2.8232,2.0472,0.4549,0.9312,1.2665,0.6248,0.4504,0.22,1.9688,0.9617,0.326049846,1885.052748,605.1871819,5.206223181
sampled_MrAronymous.Netherlands.txt,MrAronymous,Netherlands,22523,990,3129,2398,1185,1095,710,506,2405,22.7505,19.0068,9.3924,2.4222,2.6405,2.0236,0.4566,0.9241,1.197,0.5992,0.427,0.211,2.0295,1.0029,0.337410991,2048.185503,605.528407,5.165816932
sampled_MrBurd.Netherlands.txt,MrBurd,Netherlands,14948,615,2021,1494,772,688,438,322,1564,24.3057,19.3627,10.0054,2.4293,2.6179,1.9352,0.4605,0.8912,1.2553,0.5674,0.4171,0.2155,2.0259,1.0469,0.347187832,2374.719667,606.7290411,5.234658196
sampled_MrCaul.Denmark.txt,MrCaul,Denmark,23839,984,3742,3052,1433,1459,984,422,2395,24.2266,16.6357,7.8109,3.1016,2.6113,2.1298,0.478,1.0181,1.4563,0.6867,0.2945,0.1383,1.6713,0.7847,0.246094995,1356.691744,603.5176335,5.002561714
sampled_mrCloggy.Netherlands.txt,mrCloggy,Netherlands,30891,992,4183,2970,1316,1331,776,508,3692,31.1401,23.4734,10.401,2.994,3.1786,2.2568,0.4481,1.0114,1.3266,0.5897,0.386,0.171,2.8055,1.2431,0.326442898,2630.177855,609.2770666,5.499328109
sampled_mrcolonist.Sweden.txt,mrcolonist,Sweden,23671,986,3495,2604,1323,1134,779,480,2250,24.0071,17.8919,9.0902,2.641,2.6417,1.9683,0.4355,0.8571,1.3418,0.5888,0.3628,0.1843,1.7007,0.8641,0.298162015,1636.069946,604.314812,5.024530298
sampled_MrDoe.Sweden.txt,MrDoe,Sweden,22877,989,3774,2885,1281,1436,909,351,2177,23.1314,17.8587,7.9296,2.9171,2.9461,2.2521,0.4977,1.121,1.2952,0.7096,0.274,0.1217,1.6995,0.7546,0.303327787,1637.494509,603.2353077,5.056000834
sampled_mrlemonofbanana.Germany.txt,mrlemonofbanana,Germany,23638,970,3336,2341,1184,1064,697,432,2523,24.3691,19.9645,10.0974,2.4134,2.8176,1.9772,0.4545,0.8986,1.2206,0.5887,0.3649,0.1845,2.1309,1.0777,0.35847619,2741.050095,608.7870306,5.466947662
sampled_Mr-Magnus.Iceland.txt,Mr-Magnus,Iceland,25547,965,3717,2720,1294,1319,837,668,2683,26.4736,19.7427,9.3923,2.8187,2.8725,2.102,0.4849,1.0193,1.3409,0.6468,0.5162,0.2456,2.0734,0.9864,0.332088919,2273.006279,605.7482821,5.35109876
sampled_MrOaiki.Sweden.txt,MrOaiki,Sweden,22188,993,3402,2634,1222,1265,812,426,2291,22.3444,18.1571,8.4237,2.6526,2.784,2.1555,0.4803,1.0352,1.2306,0.6645,0.3486,0.1617,1.8748,0.8698,0.297270635,1694.857119,602.548942,5.079839092
sampled_MrSnippets.Germany.txt,MrSnippets,Germany,23185,865,3365,2492,1153,1185,740,518,2426,26.8035,20.1084,9.3038,2.8809,2.9185,2.1613,0.4755,1.0278,1.3329,0.6418,0.4493,0.2079,2.1041,0.9735,0.360756076,2252.938434,606.499391,5.146603995
sampled_MrTripl3M.Germany.txt,MrTripl3M,Germany,24920,962,3502,2550,1260,1196,771,593,2626,25.9044,19.7778,9.7725,2.6507,2.7794,2.0238,0.469,0.9492,1.3098,0.6119,0.4706,0.2325,2.0841,1.0298,0.293176791,1666.632125,603.6654402,5.11367072
sampled_MrTulip.Germany.txt,MrTulip,Germany,24807,956,3105,2383,1147,1121,695,588,3066,25.9487,21.6277,10.41,2.4927,2.7071,2.0776,0.4704,0.9773,1.1998,0.6059,0.5126,0.2467,2.6731,1.2866,0.391304348,2805.255645,610.5553289,5.594831317
sampled_muehsam.Germany.txt,muehsam,Germany,26457,988,3626,2875,1353,1348,852,595,2879,26.7783,19.5543,9.2024,2.9099,2.68,2.1249,0.4689,0.9963,1.3694,0.6297,0.4398,0.207,2.1279,1.0014,0.286886677,2068.533613,607.65516,5.289151082
sampled_Muffer-Nl.Netherlands.txt,Muffer-Nl,Netherlands,22546,960,3137,2420,1096,1201,706,401,2499,23.4854,20.5712,9.3165,2.5208,2.8622,2.208,0.4963,1.0958,1.1417,0.6442,0.3659,0.1657,2.2801,1.0326,0.330939948,2067.677709,605.3474008,5.193368886
sampled_Mugin.Norway.txt,Mugin,Norway,22848,996,3593,2629,1258,1306,866,519,2329,22.9398,18.1622,8.6908,2.6396,2.8561,2.0898,0.4968,1.0382,1.2631,0.6884,0.4126,0.1974,1.8514,0.8859,0.309150866,1667.870899,601.556338,5.067180088
sampled_Multai.Netherlands.txt,Multai,Netherlands,25539,963,3862,2918,1296,1380,850,417,2351,26.5202,19.706,8.7522,3.0301,2.9799,2.2515,0.4729,1.0648,1.3458,0.6559,0.3218,0.1429,1.814,0.8057,0.28672128,1803.112593,602.6121723,5.192742899
sampled_Myrandall.Netherlands.txt,Myrandall,Netherlands,14314,576,1977,1444,729,663,452,276,1551,24.8507,19.6351,9.9127,2.5069,2.7119,1.9808,0.4591,0.9095,1.2656,0.62,0.3786,0.1911,2.1276,1.0741,0.355600815,1944.006721,605.4023331,5.231350496
sampled_myrpou.Sweden.txt,myrpou,Sweden,20545,812,3216,2558,1068,1202,725,341,2241,25.3017,19.2369,8.0317,3.1502,3.0112,2.3951,0.4699,1.1255,1.3153,0.6788,0.3193,0.1333,2.0983,0.8761,0.301006711,1744.325503,603.5096227,5.069787231
sampled_Mysterious_Drifter.Netherlands.txt,Mysterious_Drifter,Netherlands,13063,481,1799,1357,631,660,400,309,1469,27.158,20.7021,9.6264,2.8212,2.851,2.1506,0.4864,1.046,1.3119,0.6339,0.4897,0.2277,2.3281,1.0825,0.35853835,2438.290883,609.7448453,5.296622165
sampled_mythriz.Norway.txt,mythriz,Norway,25447,948,3919,2858,1244,1442,866,375,2545,26.8428,20.4558,8.9038,3.0148,3.1503,2.2974,0.5045,1.1592,1.3122,0.6961,0.3014,0.1312,2.0458,0.8905,0.306682578,1571.951415,605.0853844,5.09452187
sampled_N1cknamed.Netherlands.txt,N1cknamed,Netherlands,20733,948,3176,2388,1261,1042,755,363,1949,21.8703,16.4417,8.6822,2.519,2.5186,1.8937,0.4363,0.8263,1.3302,0.5987,0.2879,0.152,1.5456,0.8162,0.262491672,1684.60926,602.9783333,5.181249043
sampled_n23_.Netherlands.txt,n23_,Netherlands,25663,897,3756,2792,1177,1444,824,480,2578,28.6098,21.8037,9.1916,3.1126,3.1912,2.3721,0.5172,1.2268,1.3122,0.7001,0.4078,0.1719,2.1903,0.9234,0.300767848,1726.376572,603.6295434,5.083324089
sampled_nacholicious.Sweden.txt,nacholicious,Sweden,26739,672,3936,2973,931,1718,731,497,3025,39.7902,28.7207,8.9939,4.4241,4.2277,3.1933,0.5779,1.8453,1.3854,0.7852,0.5338,0.1672,3.2492,1.0175,0.323175621,2420.211868,608.5199751,5.493852425
sampled_Nacksche.Germany.txt,Nacksche,Germany,22923,1000,3428,2620,1241,1190,764,467,2392,22.923,18.4714,8.7492,2.62,2.7623,2.1112,0.4542,0.9589,1.241,0.6156,0.3763,0.1782,1.9275,0.913,0.320945367,1783.811098,604.6187204,5.148489502
sampled_napoleonderdiecke.Germany.txt,napoleonderdiecke,Germany,14029,352,2157,1656,531,875,367,202,1466,39.8551,26.42,8.4716,4.7045,4.0621,3.1186,0.5284,1.6478,1.5085,0.6911,0.3804,0.122,2.7608,0.8853,0.296703297,1763.542491,603.6472027,5.150187122
sampled_NarcissisticCat.Norway.txt,NarcissisticCat,Norway,22697,988,2967,2231,1145,1038,640,565,2502,22.9727,19.8227,10.1735,2.2581,2.5913,1.9485,0.4653,0.9066,1.1589,0.559,0.4934,0.2532,2.1852,1.1215,0.312621991,2325.159401,606.0919763,5.352003004
sampled_narmorra.Germany.txt,narmorra,Germany,22382,949,3288,2482,1208,1112,755,438,2093,23.5848,18.5281,9.0177,2.6154,2.7219,2.0546,0.448,0.9205,1.2729,0.625,0.3626,0.1765,1.7326,0.8433,0.308473389,2240.348039,604.1713748,5.253713847
sampled_NATIK001.Denmark.txt,NATIK001,Denmark,28480,1001,4145,3016,1377,1404,866,588,3191,28.4515,20.6826,9.443,3.013,3.0102,2.1903,0.4655,1.0196,1.3756,0.6289,0.427,0.195,2.3174,1.058,0.320742839,2432.987567,607.7461207,5.341410646
sampled_Necramonium.Netherlands.txt,Necramonium,Netherlands,24308,987,3738,2951,1253,1397,845,358,2389,24.6282,19.3998,8.2372,2.9899,2.9832,2.3551,0.4734,1.1149,1.2695,0.6744,0.2857,0.1213,1.9066,0.8096,0.287415247,1618.121052,601.5447093,5.07092666
sampled_Necroluster.Sweden.txt,Necroluster,Sweden,21115,983,3098,2300,1210,1054,764,417,2183,21.4802,17.4504,9.1804,2.3398,2.5603,1.9008,0.4583,0.8711,1.2309,0.6314,0.3446,0.1813,1.8041,0.9491,0.346511235,1856.988005,603.9940429,5.11487281
sampled_NekuSoul.Germany.txt,NekuSoul,Germany,23945,992,3338,2485,1196,1230,824,440,2452,24.1381,20.0209,9.6358,2.505,2.791,2.0778,0.495,1.0284,1.2056,0.689,0.3679,0.1771,2.0502,0.9867,0.306026201,2088.61345,607.0707885,5.338072229
sampled_Nemokles.Norway.txt,Nemokles,Norway,25619,996,3978,3044,1348,1520,971,430,2811,25.7219,19.0052,8.4162,3.0562,2.951,2.2582,0.4993,1.1276,1.3534,0.7203,0.319,0.1413,2.0853,0.9235,0.300033807,1815.504564,604.6140615,5.134453713
sampled_neo7.Germany.txt,neo7,Germany,21734,1212,2836,2403,1371,1001,645,478,2161,17.9323,15.8527,9.0445,1.9827,2.0686,1.7527,0.4166,0.7301,1.1312,0.4705,0.3487,0.1989,1.5762,0.8993,0.264013841,1395.265744,600.4179667,5.204905519
sampled_nerdandproud.Germany.txt,nerdandproud,Germany,28101,911,3872,2940,1170,1547,844,521,3139,30.8463,24.0179,9.5582,3.2272,3.3094,2.5128,0.5262,1.3222,1.2843,0.7214,0.4453,0.1772,2.6829,1.0677,0.316787421,2520.551565,609.1974994,5.471026512
sampled_Neshgaddal.Germany.txt,Neshgaddal,Germany,23066,999,3238,2405,1239,1084,738,499,2509,23.0891,18.6166,9.5909,2.4074,2.6134,1.9411,0.4507,0.8749,1.2402,0.5956,0.4027,0.2075,2.025,1.0432,0.350618132,2309.075721,608.7743649,5.351850598
sampled_Netcob.Germany.txt,Netcob,Germany,25470,969,3952,2926,1263,1533,881,488,2600,26.2848,20.1663,8.7047,3.0196,3.1291,2.3167,0.5239,1.2138,1.3034,0.6975,0.3864,0.1668,2.0586,0.8886,0.310108605,1778.883375,606.2052127,5.177128545
sampled_Netheral.Iceland.txt,Netheral,Iceland,25594,987,3959,2929,1249,1497,889,334,2641,25.9311,20.4916,8.7381,2.9676,3.1697,2.3451,0.5111,1.1986,1.2655,0.7118,0.2674,0.114,2.1145,0.9017,0.322232064,1920.265722,605.2031017,5.219412271
sampled_NG_Tagger.Denmark.txt,NG_Tagger,Denmark,26317,1003,4083,2934,1337,1374,819,424,2466,26.2383,19.6836,8.9697,2.9252,3.0539,2.1945,0.4683,1.0277,1.333,0.6126,0.3171,0.1445,1.8444,0.8405,0.254773692,1477.415311,602.3195374,5.083764205
sampled_niceworkthere.Germany.txt,niceworkthere,Germany,27442,972,3465,2550,1197,1239,762,518,3383,28.2325,22.9256,10.7616,2.6235,2.8947,2.1303,0.4859,1.0351,1.2315,0.6366,0.4327,0.2031,2.8262,1.3267,0.413408913,3073.01466,613.1516083,5.675249878
sampled_Nichtmagisch.Germany.txt,Nichtmagisch,Germany,23843,953,3566,2497,1189,1225,747,540,2566,25.0189,20.053,9.5487,2.6201,2.9992,2.1001,0.4906,1.0303,1.2476,0.6283,0.4542,0.2163,2.1581,1.0276,0.332112535,2231.961545,606.7811171,5.375311455
sampled_nidrach.Austria.txt,nidrach,Austria,22151,997,3138,2409,1203,1160,779,443,2289,22.2177,18.4131,9.1951,2.4162,2.6085,2.0025,0.4815,0.9643,1.2066,0.6475,0.3682,0.1839,1.9027,0.9502,0.332896461,2324.895806,605.9621634,5.325644019
sampled_Niederweit.Netherlands.txt,Niederweit,Netherlands,24747,1011,4058,3039,1426,1448,902,452,2556,24.4777,17.3541,8.1431,3.0059,2.8457,2.1311,0.4765,1.0154,1.4105,0.6325,0.317,0.1487,1.7924,0.8411,0.285787583,1888.470156,604.6872421,5.18126415
sampled_niemandnirgendwer.Germany.txt,niemandnirgendwer,Germany,23914,985,3590,2733,1279,1348,855,330,2727,24.2782,18.6974,8.7501,2.7746,2.8069,2.1368,0.4932,1.0539,1.2985,0.6685,0.258,0.1207,2.1321,0.9978,0.314228922,2241.320689,607.7981849,5.376397527
sampled_nigmastolemybike.Norway.txt,nigmastolemybike,Norway,22983,899,3292,2410,1160,1176,751,432,2505,25.5651,19.8129,9.5365,2.6808,2.8379,2.0776,0.488,1.0138,1.2903,0.6474,0.3724,0.1793,2.1595,1.0394,0.336225597,2551.542132,607.0349578,5.415772643
sampled_Nihy.Austria.txt,Nihy,Austria,23967,1024,3341,2484,1215,1212,805,504,2965,23.4053,19.7259,9.6486,2.4258,2.7498,2.0444,0.4879,0.9975,1.1865,0.6626,0.4148,0.2029,2.4403,1.1936,0.350393701,3271.740157,615.1911242,5.815095631
sampled_niknarcotic.Germany.txt,niknarcotic,Germany,18441,787,2622,1968,930,997,606,341,1864,23.432,19.829,9.3704,2.5006,2.8194,2.1161,0.5066,1.072,1.1817,0.6516,0.3667,0.1733,2.0043,0.9472,0.321476736,2060.966116,604.3884887,5.226216886
sampled_nikomo.Finland.txt,nikomo,Finland,25613,990,3958,2987,1438,1303,925,366,2401,25.8717,17.8115,8.5748,3.0172,2.7524,2.0772,0.4362,0.9061,1.4525,0.6433,0.2545,0.1225,1.6697,0.8038,0.321123321,2003.998779,606.3834815,5.282966025
sampled_Nikotiiniko.Finland.txt,Nikotiiniko,Finland,20591,986,3228,2515,1249,1126,782,418,2034,20.8834,16.486,8.1873,2.5507,2.5845,2.0136,0.4477,0.9015,1.2667,0.6261,0.3347,0.1662,1.6285,0.8087,0.286639676,1831.769393,603.5329989,5.116206394
sampled_Nimonic.Norway.txt,Nimonic,Norway,23218,995,3418,2744,1317,1331,849,345,2539,23.3347,17.6295,8.4614,2.7578,2.5953,2.0835,0.4851,1.0106,1.3236,0.6446,0.262,0.1257,1.9279,0.9253,0.286434695,2006.560094,606.6522492,5.22654423
sampled_Nimos.Germany.txt,Nimos,Germany,24845,893,3698,2798,1236,1315,800,448,2472,27.8219,20.1011,8.8796,3.1333,2.9919,2.2638,0.47,1.0639,1.3841,0.6472,0.3625,0.1601,2,0.8835,0.311244272,2163.811773,606.6469444,5.229901101
sampled_Niqulaz.Norway.txt,Niqulaz,Norway,26590,988,3627,2466,1197,1227,788,587,2895,26.913,22.2139,10.7826,2.496,3.0301,2.0602,0.4976,1.0251,1.2115,0.6583,0.4904,0.238,2.4185,1.174,0.362237045,2233.488285,608.0614676,5.250757707
sampled_Nirocalden.Germany.txt,Nirocalden,Germany,26225,935,3441,2690,1236,1232,763,507,2860,28.0481,21.2176,9.7491,2.877,2.784,2.1764,0.458,0.9968,1.3219,0.6173,0.4102,0.1885,2.3139,1.0632,0.337533567,2172.707705,606.6446555,5.226574326
sampled_nittun.Denmark.txt,nittun,Denmark,24042,998,3926,2865,1304,1346,854,324,2542,24.0902,18.4371,8.3916,2.8707,3.0107,2.1971,0.4698,1.0322,1.3066,0.6549,0.2485,0.1131,1.9494,0.8873,0.294716432,1591.417677,603.679321,5.103228764
sampled_nivarius.Austria.txt,nivarius,Austria,25300,917,3980,2799,1212,1472,848,449,2579,27.59,20.8746,9.0389,3.0523,3.2838,2.3094,0.5259,1.2145,1.3217,0.6997,0.3705,0.1604,2.1279,0.9214,0.296565156,1725.633499,603.8458858,5.16460025
sampled_nix831.Germany.txt,nix831,Germany,23672,939,3256,2420,1185,1129,721,540,2572,25.2098,19.9764,9.7818,2.5772,2.7477,2.0422,0.4665,0.9527,1.262,0.6084,0.4557,0.2231,2.1705,1.0628,0.325581395,1847.487863,604.8495534,5.164618652
sampled_nlx78.Netherlands.txt,nlx78,Netherlands,18865,761,2769,2047,991,967,632,381,1872,24.7898,19.0363,9.2159,2.6899,2.7941,2.0656,0.4724,0.9758,1.3022,0.6377,0.3845,0.1861,1.889,0.9145,0.29660868,1648.976103,600.9803259,5.041092236
sampled_no_real_username.Denmark.txt,no_real_username,Denmark,27188,994,4208,3092,1324,1591,912,547,2776,27.3521,20.5347,8.793,3.1107,3.1782,2.3353,0.5146,1.2017,1.332,0.6888,0.4131,0.1769,2.0967,0.8978,0.316826594,1972.395305,604.8947176,5.220798474
sampled_nod23.Norway.txt,nod23,Norway,22136,944,3000,2395,1223,1041,688,507,2531,23.4492,18.0998,9.2426,2.5371,2.453,1.9583,0.4347,0.8512,1.2956,0.5626,0.4146,0.2117,2.0695,1.0568,0.346063348,2589.258643,607.4218909,5.357382458
sampled_nod23b.Norway.txt,nod23b,Norway,21482,960,2879,2290,1204,960,668,519,2507,22.3771,17.8422,9.3808,2.3854,2.3912,1.902,0.4192,0.7973,1.2542,0.5548,0.4311,0.2266,2.0822,1.0948,0.34127864,2759.290835,607.7981442,5.321755277
sampled_Noedel.Netherlands.txt,Noedel,Netherlands,22656,952,3280,2419,1338,978,734,461,2266,23.7983,16.9327,9.3659,2.541,2.4514,1.8079,0.4043,0.7309,1.4055,0.5486,0.3445,0.1906,1.6936,0.9368,0.305866622,1831.137055,603.2176431,5.023328136
sampled_noholds.Germany.txt,noholds,Germany,23974,998,3497,2662,1242,1305,805,488,2637,24.022,19.3027,9.006,2.6673,2.8156,2.1433,0.4902,1.0507,1.2445,0.6481,0.3929,0.1833,2.1232,0.9906,0.330841446,1998.331015,606.4441191,5.242925045
sampled_Noir24.Sweden.txt,Noir24,Sweden,25098,981,4169,3303,1323,1688,919,446,2449,25.5841,18.9705,7.5985,3.367,3.1512,2.4966,0.5111,1.2759,1.3486,0.6946,0.3371,0.135,1.8511,0.7414,0.270085185,1280.062135,602.6485337,4.98714092
sampled_noreallyimthepope.Denmark.txt,noreallyimthepope,Denmark,24679,928,3715,2710,1161,1407,799,408,2547,26.5938,21.2567,9.1066,2.9203,3.1998,2.3342,0.5192,1.2119,1.2511,0.6882,0.3514,0.1506,2.1938,0.9399,0.357142857,2198.504373,606.3873627,5.260618735
sampled_nosleepatall.Germany.txt,nosleepatall,Germany,21112,984,3220,2265,1201,1027,727,428,2113,21.4553,17.5787,9.321,2.3018,2.6811,1.8859,0.4534,0.8551,1.2205,0.6053,0.3564,0.189,1.7594,0.9329,0.328051247,1846.641099,604.6489827,5.168824579
sampled_Not-an-account.Netherlands.txt,Not-an-account,Netherlands,9832,376,1319,967,455,482,291,174,981,26.1489,21.6088,10.1675,2.5718,2.8989,2.1253,0.4984,1.0593,1.2101,0.6396,0.3824,0.1799,2.156,1.0145,0.339515519,2457.836866,609.0807239,5.566197269
sampled_notapantsday.Germany.txt,notapantsday,Germany,22603,997,3388,2616,1354,1118,858,415,2086,22.671,16.6935,8.6403,2.6239,2.5022,1.9321,0.4274,0.8257,1.3581,0.6337,0.3065,0.1586,1.5406,0.7974,0.306633499,1874.070481,604.8609997,5.162000888
